payment_id,project_id,payment_date,amount,payment_type,agency,data_source
PAY-0797-4,MPLADS-SYN-0797,2026-05-20,443347,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0798-1,MPLADS-SYN-0798,2026-06-01,701552,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0798-2,MPLADS-SYN-0798,2026-03-20,1228622,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0798-3,MPLADS-SYN-0798,2026-04-19,966444,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0798-4,MPLADS-SYN-0798,2026-03-21,1542782,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0799-1,MPLADS-SYN-0799,2026-04-27,193542,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0799-2,MPLADS-SYN-0799,2026-06-24,126068,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0799-3,MPLADS-SYN-0799,2026-04-24,77033,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0799-4,MPLADS-SYN-0799,2026-05-16,189932,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0800-1,MPLADS-SYN-0800,2026-06-25,159825,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0800-2,MPLADS-SYN-0800,2026-05-23,48438,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0800-3,MPLADS-SYN-0800,2026-03-29,26607,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0800-4,MPLADS-SYN-0800,2026-04-12,132942,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0801-1,MPLADS-SYN-0801,2026-10-04,514217,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0801-2,MPLADS-SYN-0801,2026-10-30,1246230,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0802-1,MPLADS-SYN-0802,2026-09-22,44691,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0802-2,MPLADS-SYN-0802,2026-07-20,180421,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0803-1,MPLADS-SYN-0803,2026-07-06,324010,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0803-2,MPLADS-SYN-0803,2026-09-14,415978,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0803-3,MPLADS-SYN-0803,2026-10-24,168507,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0803-4,MPLADS-SYN-0803,2026-06-14,109936,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0803-5,MPLADS-SYN-0803,2026-08-17,424569,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0804-1,MPLADS-SYN-0804,2026-09-07,1187511,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0804-2,MPLADS-SYN-0804,2026-08-07,333168,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0804-3,MPLADS-SYN-0804,2026-08-21,1148921,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0805-1,MPLADS-SYN-0805,2026-08-13,110502,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0805-2,MPLADS-SYN-0805,2026-05-24,65358,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0805-3,MPLADS-SYN-0805,2026-04-07,328440,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0806-1,MPLADS-SYN-0806,2026-11-10,341614,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0806-2,MPLADS-SYN-0806,2026-11-16,403631,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0806-3,MPLADS-SYN-0806,2026-09-30,286345,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0806-4,MPLADS-SYN-0806,2026-08-12,221811,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0806-5,MPLADS-SYN-0806,2026-09-04,869399,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0807-1,MPLADS-SYN-0807,2026-04-29,141345,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0807-2,MPLADS-SYN-0807,2026-02-23,78976,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0807-3,MPLADS-SYN-0807,2026-05-23,445894,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0808-1,MPLADS-SYN-0808,2026-03-26,181999,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0808-2,MPLADS-SYN-0808,2026-04-03,471661,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0809-1,MPLADS-SYN-0809,2026-03-20,162167,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0809-2,MPLADS-SYN-0809,2026-04-29,426344,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0810-1,MPLADS-SYN-0810,2026-03-12,1048963,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0810-2,MPLADS-SYN-0810,2026-04-03,1542237,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0811-1,MPLADS-SYN-0811,2026-02-02,137983,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0811-2,MPLADS-SYN-0811,2026-02-11,577677,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0812-1,MPLADS-SYN-0812,2026-04-28,347265,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0812-2,MPLADS-SYN-0812,2026-06-22,82722,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0812-3,MPLADS-SYN-0812,2026-07-28,151448,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0812-4,MPLADS-SYN-0812,2026-05-08,64512,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0812-5,MPLADS-SYN-0812,2026-06-06,164053,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0813-1,MPLADS-SYN-0813,2026-07-27,176792,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0813-2,MPLADS-SYN-0813,2026-08-05,419597,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0814-1,MPLADS-SYN-0814,2026-08-18,60800,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0814-2,MPLADS-SYN-0814,2026-09-07,265411,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0815-1,MPLADS-SYN-0815,2026-09-12,93450,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0815-2,MPLADS-SYN-0815,2026-10-22,421273,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0816-1,MPLADS-SYN-0816,2026-05-19,640299,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0816-2,MPLADS-SYN-0816,2026-07-11,1668544,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0817-1,MPLADS-SYN-0817,2026-10-17,377178,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0817-2,MPLADS-SYN-0817,2027-01-23,102363,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0817-3,MPLADS-SYN-0817,2026-07-22,77769,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0817-4,MPLADS-SYN-0817,2026-11-24,151709,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0817-5,MPLADS-SYN-0817,2026-08-22,194148,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0818-1,MPLADS-SYN-0818,2026-12-09,285466,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0818-2,MPLADS-SYN-0818,2026-10-08,182112,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0818-3,MPLADS-SYN-0818,2026-10-18,585922,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0819-1,MPLADS-SYN-0819,2026-08-03,392503,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0819-2,MPLADS-SYN-0819,2026-08-24,249033,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0819-3,MPLADS-SYN-0819,2026-10-29,309328,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0819-4,MPLADS-SYN-0819,2026-09-26,901279,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0820-1,MPLADS-SYN-0820,2026-08-06,85259,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0820-2,MPLADS-SYN-0820,2026-08-31,67363,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0820-3,MPLADS-SYN-0820,2026-07-25,40776,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0820-4,MPLADS-SYN-0820,2026-09-14,73076,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0820-5,MPLADS-SYN-0820,2026-08-26,107253,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0821-1,MPLADS-SYN-0821,2026-07-07,112537,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0821-2,MPLADS-SYN-0821,2026-06-27,155058,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0821-3,MPLADS-SYN-0821,2026-07-30,53273,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0821-4,MPLADS-SYN-0821,2026-11-02,157709,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0822-1,MPLADS-SYN-0822,2026-02-20,86925,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0822-2,MPLADS-SYN-0822,2026-03-14,62663,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0822-3,MPLADS-SYN-0822,2026-04-14,354715,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0823-1,MPLADS-SYN-0823,2026-07-11,250901,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0823-2,MPLADS-SYN-0823,2026-07-31,137713,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0823-3,MPLADS-SYN-0823,2026-06-09,59564,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0823-4,MPLADS-SYN-0823,2026-05-23,233420,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0824-1,MPLADS-SYN-0824,2026-03-14,422966,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0824-2,MPLADS-SYN-0824,2026-02-23,1895655,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0825-1,MPLADS-SYN-0825,2026-03-11,467921,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0825-2,MPLADS-SYN-0825,2026-03-30,1003881,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0826-1,MPLADS-SYN-0826,2026-08-12,226616,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0826-2,MPLADS-SYN-0826,2026-10-02,704884,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0827-1,MPLADS-SYN-0827,2026-03-31,300708,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0827-2,MPLADS-SYN-0827,2026-02-13,769198,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0828-1,MPLADS-SYN-0828,2026-08-31,281750,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0828-2,MPLADS-SYN-0828,2026-04-14,433714,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0828-3,MPLADS-SYN-0828,2026-09-28,906385,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0829-1,MPLADS-SYN-0829,2026-01-28,39038,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0829-2,MPLADS-SYN-0829,2026-06-23,137362,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0830-1,MPLADS-SYN-0830,2026-11-17,230356,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0830-2,MPLADS-SYN-0830,2026-08-07,164842,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0830-3,MPLADS-SYN-0830,2026-09-16,48717,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0830-4,MPLADS-SYN-0830,2026-06-19,50016,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0830-5,MPLADS-SYN-0830,2026-07-13,117269,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0831-1,MPLADS-SYN-0831,2026-06-13,54188,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0831-2,MPLADS-SYN-0831,2026-05-18,48777,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0831-3,MPLADS-SYN-0831,2026-08-28,27070,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0831-4,MPLADS-SYN-0831,2026-06-02,33235,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0832-1,MPLADS-SYN-0832,2026-05-20,170794,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0832-2,MPLADS-SYN-0832,2026-04-05,77136,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0832-3,MPLADS-SYN-0832,2026-04-28,66745,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0832-4,MPLADS-SYN-0832,2026-04-21,218455,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0833-1,MPLADS-SYN-0833,2026-05-24,73765,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0833-2,MPLADS-SYN-0833,2026-08-21,83274,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0833-3,MPLADS-SYN-0833,2026-08-19,84618,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0833-4,MPLADS-SYN-0833,2026-07-11,54085,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0833-5,MPLADS-SYN-0833,2026-07-07,94258,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0834-1,MPLADS-SYN-0834,2026-10-03,183998,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0834-2,MPLADS-SYN-0834,2026-09-27,66328,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0834-3,MPLADS-SYN-0834,2026-09-18,58313,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0834-4,MPLADS-SYN-0834,2026-09-26,51797,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0834-5,MPLADS-SYN-0834,2026-10-15,119153,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0835-1,MPLADS-SYN-0835,2026-05-08,101965,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0835-2,MPLADS-SYN-0835,2026-05-08,139607,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0835-3,MPLADS-SYN-0835,2026-05-04,95670,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0835-4,MPLADS-SYN-0835,2026-04-30,158281,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0836-1,MPLADS-SYN-0836,2026-01-26,828043,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0836-2,MPLADS-SYN-0836,2026-01-27,326989,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0836-3,MPLADS-SYN-0836,2026-03-18,475135,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0836-4,MPLADS-SYN-0836,2026-03-19,179857,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0836-5,MPLADS-SYN-0836,2026-02-28,850576,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0837-1,MPLADS-SYN-0837,2026-02-19,251411,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0837-2,MPLADS-SYN-0837,2026-04-09,177952,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0837-3,MPLADS-SYN-0837,2026-02-16,67280,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0837-4,MPLADS-SYN-0837,2026-03-15,88919,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0837-5,MPLADS-SYN-0837,2026-02-20,138589,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0838-1,MPLADS-SYN-0838,2026-07-15,1210076,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0838-2,MPLADS-SYN-0838,2026-06-06,348308,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0838-3,MPLADS-SYN-0838,2026-07-05,1315507,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0839-1,MPLADS-SYN-0839,2026-06-06,382022,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0839-2,MPLADS-SYN-0839,2026-05-18,228280,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0839-3,MPLADS-SYN-0839,2026-08-04,121319,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0839-4,MPLADS-SYN-0839,2026-06-02,63643,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0839-5,MPLADS-SYN-0839,2026-03-17,196352,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0840-1,MPLADS-SYN-0840,2026-08-07,410085,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0840-2,MPLADS-SYN-0840,2026-08-25,478423,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0840-3,MPLADS-SYN-0840,2026-09-17,724724,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0841-1,MPLADS-SYN-0841,2026-11-11,226674,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0841-2,MPLADS-SYN-0841,2027-01-30,83549,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0841-3,MPLADS-SYN-0841,2026-12-20,44964,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0841-4,MPLADS-SYN-0841,2027-03-27,235754,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0842-1,MPLADS-SYN-0842,2026-12-19,236159,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0842-2,MPLADS-SYN-0842,2026-10-31,288085,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0842-3,MPLADS-SYN-0842,2026-10-20,703191,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0843-1,MPLADS-SYN-0843,2026-07-10,121728,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0843-2,MPLADS-SYN-0843,2026-07-29,91945,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0843-3,MPLADS-SYN-0843,2026-11-11,52373,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0843-4,MPLADS-SYN-0843,2026-08-02,38404,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0843-5,MPLADS-SYN-0843,2026-11-07,67285,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0844-1,MPLADS-SYN-0844,2026-04-21,440291,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0844-2,MPLADS-SYN-0844,2026-04-11,440738,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0844-3,MPLADS-SYN-0844,2026-05-15,689007,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0844-4,MPLADS-SYN-0844,2026-07-30,878888,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0845-1,MPLADS-SYN-0845,2026-06-21,123092,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0845-2,MPLADS-SYN-0845,2026-04-29,94886,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0845-3,MPLADS-SYN-0845,2026-03-25,489682,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0846-1,MPLADS-SYN-0846,2026-12-10,405864,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0846-2,MPLADS-SYN-0846,2026-10-10,244121,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0846-3,MPLADS-SYN-0846,2026-09-15,358651,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0847-1,MPLADS-SYN-0847,2026-01-31,222689,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0847-2,MPLADS-SYN-0847,2026-02-05,103772,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0847-3,MPLADS-SYN-0847,2026-04-16,144355,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0847-4,MPLADS-SYN-0847,2026-03-12,222768,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0848-1,MPLADS-SYN-0848,2026-03-21,316346,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0848-2,MPLADS-SYN-0848,2026-05-11,166518,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0848-3,MPLADS-SYN-0848,2026-04-29,100994,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0848-4,MPLADS-SYN-0848,2026-06-10,397026,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0849-1,MPLADS-SYN-0849,2026-10-31,382019,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0849-2,MPLADS-SYN-0849,2026-05-09,173588,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0849-3,MPLADS-SYN-0849,2026-10-21,138129,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0849-4,MPLADS-SYN-0849,2026-11-05,95064,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0849-5,MPLADS-SYN-0849,2026-09-14,202857,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0850-1,MPLADS-SYN-0850,2026-05-04,608644,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0850-2,MPLADS-SYN-0850,2026-06-19,362924,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0850-3,MPLADS-SYN-0850,2026-05-07,450863,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0851-1,MPLADS-SYN-0851,2026-05-27,71040,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0851-2,MPLADS-SYN-0851,2026-06-06,201960,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0852-1,MPLADS-SYN-0852,2026-05-25,280974,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0852-2,MPLADS-SYN-0852,2026-06-13,142893,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0852-3,MPLADS-SYN-0852,2026-05-19,36211,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0852-4,MPLADS-SYN-0852,2026-08-14,190940,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0853-1,MPLADS-SYN-0853,2026-09-28,328032,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0853-2,MPLADS-SYN-0853,2026-10-09,304393,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0853-3,MPLADS-SYN-0853,2026-09-25,244106,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0853-4,MPLADS-SYN-0853,2026-11-09,175556,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0853-5,MPLADS-SYN-0853,2026-09-15,301841,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0854-1,MPLADS-SYN-0854,2026-05-21,513810,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0854-2,MPLADS-SYN-0854,2026-07-10,286514,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0854-3,MPLADS-SYN-0854,2026-05-28,130215,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0854-4,MPLADS-SYN-0854,2026-06-28,357161,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0855-1,MPLADS-SYN-0855,2026-10-10,819791,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0855-2,MPLADS-SYN-0855,2026-10-15,533053,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0855-3,MPLADS-SYN-0855,2026-09-22,535598,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0855-4,MPLADS-SYN-0855,2026-08-10,657748,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0856-1,MPLADS-SYN-0856,2026-06-18,261361,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0856-2,MPLADS-SYN-0856,2026-07-01,573137,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0857-1,MPLADS-SYN-0857,2026-12-15,251970,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0857-2,MPLADS-SYN-0857,2026-11-13,165970,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0857-3,MPLADS-SYN-0857,2026-11-30,312304,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0858-1,MPLADS-SYN-0858,2026-12-09,664991,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0858-2,MPLADS-SYN-0858,2027-01-12,261022,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0858-3,MPLADS-SYN-0858,2026-09-29,1104040,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0859-1,MPLADS-SYN-0859,2027-01-22,245179,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0859-2,MPLADS-SYN-0859,2026-11-11,517101,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0860-1,MPLADS-SYN-0860,2026-06-04,102448,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0860-2,MPLADS-SYN-0860,2026-06-05,84426,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0860-3,MPLADS-SYN-0860,2026-06-13,86263,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0860-4,MPLADS-SYN-0860,2026-07-01,330695,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0861-1,MPLADS-SYN-0861,2026-02-12,558880,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0861-2,MPLADS-SYN-0861,2026-02-27,306215,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
