bid_id,tender_id,project_id,contractor_id,bid_amount,submission_date,eligibility_status,technical_score,financial_rank,bid_status
BID-003913,TND-00872,MPLADS-SYN-0872,CON-003,1387710.6,2025-12-27,Eligible,61.43,2,Not Selected
BID-003914,TND-00872,MPLADS-SYN-0872,CON-007,1407551.88,2025-12-27,Eligible,81.25,3,Under Evaluation
BID-003915,TND-00872,MPLADS-SYN-0872,CON-005,1534227.16,2025-12-27,Eligible,66.22,6,Not Selected
BID-003916,TND-00872,MPLADS-SYN-0872,CON-002,1498684.16,2025-12-27,Eligible,71.4,5,Submitted
BID-003917,TND-00872,MPLADS-SYN-0872,CON-006,1340449.92,2025-12-27,Eligible,80.9,1,Submitted
BID-003918,TND-00872,MPLADS-SYN-0872,CON-004,1429524.22,2025-12-27,Eligible,69.4,4,Not Selected
BID-003919,TND-00872,MPLADS-SYN-0872,CON-001,1360665.46,2025-12-27,Ineligible,,,Submitted
BID-003920,TND-00873,MPLADS-SYN-0873,CON-007,340490.32,2026-04-17,Eligible,88.23,4,Not Selected
BID-003921,TND-00873,MPLADS-SYN-0873,CON-003,327714.91,2026-04-17,Eligible,84.71,3,Not Selected
BID-003922,TND-00873,MPLADS-SYN-0873,CON-006,356530.19,2026-04-17,Ineligible,,,Ineligible
BID-003923,TND-00873,MPLADS-SYN-0873,CON-004,302588.12,2026-04-17,Eligible,76.14,1,Not Selected
BID-003924,TND-00873,MPLADS-SYN-0873,CON-002,316961.16,2026-04-17,Eligible,60.5,2,Not Selected
BID-003925,TND-00874,MPLADS-SYN-0874,CON-002,1148194.23,2026-02-16,Ineligible,,,Ineligible
BID-003926,TND-00874,MPLADS-SYN-0874,CON-005,1119983.7,2026-02-16,Eligible,84.53,1,Not Selected
BID-003927,TND-00875,MPLADS-SYN-0875,CON-007,1292522.03,2025-12-13,Ineligible,,,Ineligible
BID-003928,TND-00875,MPLADS-SYN-0875,CON-001,1154914.21,2025-12-13,Eligible,86.8,2,Not Selected
BID-003929,TND-00875,MPLADS-SYN-0875,CON-006,1114819.39,2025-12-13,Eligible,86.37,1,Not Selected
BID-003930,TND-00875,MPLADS-SYN-0875,CON-003,1284312.7,2025-12-13,Eligible,60.98,3,Not Selected
BID-003931,TND-00876,MPLADS-SYN-0876,CON-007,731116.39,2026-07-26,Eligible,80.37,2,Not Selected
BID-003932,TND-00876,MPLADS-SYN-0876,CON-005,654729.26,2026-07-26,Eligible,96.9,1,Not Selected
BID-003933,TND-00877,MPLADS-SYN-0877,CON-006,3439679.65,2026-06-02,Eligible,64.43,2,Not Selected
BID-003934,TND-00877,MPLADS-SYN-0877,CON-001,3593454.3,2026-06-02,Ineligible,,,Ineligible
BID-003935,TND-00877,MPLADS-SYN-0877,CON-002,3163330.95,2026-06-02,Ineligible,,,Ineligible
BID-003936,TND-00877,MPLADS-SYN-0877,CON-007,2950608.21,2026-06-02,Ineligible,,,Ineligible
BID-003937,TND-00877,MPLADS-SYN-0877,CON-005,3676581.18,2026-06-02,Ineligible,,,Ineligible
BID-003938,TND-00877,MPLADS-SYN-0877,CON-004,3212237.44,2026-06-02,Eligible,60.06,1,Not Selected
BID-003939,TND-00878,MPLADS-SYN-0878,CON-007,420738.88,2026-02-14,Eligible,66.61,1,Not Selected
BID-003940,TND-00878,MPLADS-SYN-0878,CON-006,424137.66,2026-02-14,Eligible,65.11,2,Not Selected
BID-003941,TND-00879,MPLADS-SYN-0879,CON-006,2397419.47,2026-01-06,Eligible,83.32,2,Not Selected
BID-003942,TND-00879,MPLADS-SYN-0879,CON-001,2159459.28,2026-01-06,Eligible,94.19,1,Not Selected
BID-003943,TND-00879,MPLADS-SYN-0879,CON-005,1975794.33,2026-01-06,Ineligible,,,Ineligible
BID-003944,TND-00880,MPLADS-SYN-0880,CON-007,1233692.19,2026-02-21,Ineligible,,,Ineligible
BID-003945,TND-00880,MPLADS-SYN-0880,CON-004,1080448.98,2026-02-21,Eligible,63.56,1,Not Selected
BID-003946,TND-00881,MPLADS-SYN-0881,CON-007,870450.68,2025-12-30,Ineligible,,,Ineligible
BID-003947,TND-00881,MPLADS-SYN-0881,CON-005,1012371.93,2025-12-30,Ineligible,,,Ineligible
BID-003948,TND-00881,MPLADS-SYN-0881,CON-003,1006195.29,2025-12-30,Eligible,93.01,2,Not Selected
BID-003949,TND-00881,MPLADS-SYN-0881,CON-002,887570.12,2025-12-30,Eligible,64.18,1,Not Selected
BID-003950,TND-00881,MPLADS-SYN-0881,CON-001,889176.57,2025-12-30,Ineligible,,,Ineligible
BID-003951,TND-00881,MPLADS-SYN-0881,CON-004,975627.86,2025-12-30,Ineligible,,,Ineligible
BID-003952,TND-00882,MPLADS-SYN-0882,CON-002,1331122.87,2026-04-20,Eligible,88.8,3,Not Selected
BID-003953,TND-00882,MPLADS-SYN-0882,CON-004,1332988.4,2026-04-20,Ineligible,,,Not Selected
BID-003954,TND-00882,MPLADS-SYN-0882,CON-006,1266761.64,2026-04-20,Eligible,71.35,2,Submitted
BID-003955,TND-00882,MPLADS-SYN-0882,CON-003,1136843.79,2026-04-20,Eligible,72.29,1,Not Selected
BID-003956,TND-00882,MPLADS-SYN-0882,CON-007,1443024.9,2026-04-20,Eligible,62.41,5,Under Evaluation
BID-003957,TND-00882,MPLADS-SYN-0882,CON-005,1360262.11,2026-04-20,Eligible,89.62,4,Under Evaluation
BID-003958,TND-00883,MPLADS-SYN-0883,CON-007,2510927.39,2026-03-26,Eligible,81.76,4,Not Selected
BID-003959,TND-00883,MPLADS-SYN-0883,CON-002,2155651.96,2026-03-26,Eligible,96.35,2,Not Selected
BID-003960,TND-00883,MPLADS-SYN-0883,CON-004,2019005.98,2026-03-26,Eligible,70.49,1,Not Selected
BID-003961,TND-00883,MPLADS-SYN-0883,CON-005,2406432.78,2026-03-26,Eligible,74.2,3,Selected
BID-003962,TND-00884,MPLADS-SYN-0884,CON-004,1240007.38,2025-12-05,Eligible,86.47,1,Under Evaluation
BID-003963,TND-00884,MPLADS-SYN-0884,CON-005,1316158.87,2025-12-05,Ineligible,,,Not Selected
BID-003964,TND-00884,MPLADS-SYN-0884,CON-002,1393886.83,2025-12-05,Eligible,65.09,2,Submitted
BID-003965,TND-00885,MPLADS-SYN-0885,CON-005,607432.34,2025-12-18,Eligible,76.75,1,Submitted
BID-003966,TND-00885,MPLADS-SYN-0885,CON-003,617721.3,2025-12-18,Ineligible,,,Submitted
BID-003967,TND-00886,MPLADS-SYN-0886,CON-004,1481453.99,2026-01-20,Eligible,82.13,2,Not Selected
BID-003968,TND-00886,MPLADS-SYN-0886,CON-001,1582943.3,2026-01-20,Eligible,69.51,4,Not Selected
BID-003969,TND-00886,MPLADS-SYN-0886,CON-003,1629082.02,2026-01-20,Ineligible,,,Ineligible
BID-003970,TND-00886,MPLADS-SYN-0886,CON-006,1517602.85,2026-01-20,Eligible,95.92,3,Not Selected
BID-003971,TND-00886,MPLADS-SYN-0886,CON-005,1451282.41,2026-01-20,Eligible,80.85,1,Not Selected
BID-003972,TND-00886,MPLADS-SYN-0886,CON-002,1486360.07,2026-01-20,Ineligible,,,Ineligible
BID-003973,TND-00887,MPLADS-SYN-0887,CON-005,345442.64,2026-02-06,Eligible,65.43,4,Selected
BID-003974,TND-00887,MPLADS-SYN-0887,CON-003,334933.7,2026-02-06,Eligible,69.29,3,Not Selected
BID-003975,TND-00887,MPLADS-SYN-0887,CON-004,368255.61,2026-02-06,Eligible,74.15,5,Not Selected
BID-003976,TND-00887,MPLADS-SYN-0887,CON-001,320536.82,2026-02-06,Eligible,60.47,2,Not Selected
BID-003977,TND-00887,MPLADS-SYN-0887,CON-006,300408.53,2026-02-06,Eligible,67.42,1,Not Selected
BID-003978,TND-00888,MPLADS-SYN-0888,CON-002,3501837.31,2026-03-08,Eligible,85.66,4,Not Selected
BID-003979,TND-00888,MPLADS-SYN-0888,CON-004,3506353.86,2026-03-08,Eligible,66.39,5,Not Selected
BID-003980,TND-00888,MPLADS-SYN-0888,CON-007,3364481.61,2026-03-08,Eligible,70.99,3,Not Selected
BID-003981,TND-00888,MPLADS-SYN-0888,CON-005,2887139.56,2026-03-08,Eligible,75.54,2,Selected
BID-003982,TND-00888,MPLADS-SYN-0888,CON-003,2792292.9,2026-03-08,Eligible,62.86,1,Not Selected
BID-003983,TND-00889,MPLADS-SYN-0889,CON-003,1985436.86,2026-07-19,Eligible,79.73,4,Not Selected
BID-003984,TND-00889,MPLADS-SYN-0889,CON-005,1632035.31,2026-07-19,Eligible,61.42,1,Under Evaluation
BID-003985,TND-00889,MPLADS-SYN-0889,CON-001,2030936.38,2026-07-19,Eligible,64.96,5,Not Selected
BID-003986,TND-00889,MPLADS-SYN-0889,CON-007,1879988.14,2026-07-19,Eligible,74.36,3,Under Evaluation
BID-003987,TND-00889,MPLADS-SYN-0889,CON-004,1875444.46,2026-07-19,Eligible,88.09,2,Not Selected
BID-003988,TND-00890,MPLADS-SYN-0890,CON-006,3206336.41,2026-06-20,Eligible,63.84,2,Not Selected
BID-003989,TND-00890,MPLADS-SYN-0890,CON-001,3138068.56,2026-06-20,Eligible,66.9,1,Under Evaluation
BID-003990,TND-00890,MPLADS-SYN-0890,CON-002,3268690.06,2026-06-20,Eligible,66.02,3,Submitted
BID-003991,TND-00890,MPLADS-SYN-0890,CON-005,3574990.86,2026-06-20,Eligible,91.63,4,Under Evaluation
BID-003992,TND-00891,MPLADS-SYN-0891,CON-003,1291907.45,2026-07-17,Eligible,76.82,2,Not Selected
BID-003993,TND-00891,MPLADS-SYN-0891,CON-002,1425637.44,2026-07-17,Eligible,82.18,4,Under Evaluation
BID-003994,TND-00891,MPLADS-SYN-0891,CON-001,1302216.47,2026-07-17,Eligible,66.61,3,Under Evaluation
BID-003995,TND-00891,MPLADS-SYN-0891,CON-005,1174532.98,2026-07-17,Eligible,76.62,1,Submitted
BID-003996,TND-00892,MPLADS-SYN-0892,CON-004,1568535.5,2026-06-18,Eligible,97.9,1,Not Selected
BID-003997,TND-00892,MPLADS-SYN-0892,CON-005,1840371.31,2026-06-18,Ineligible,,,Ineligible
BID-003998,TND-00892,MPLADS-SYN-0892,CON-007,1583789.05,2026-06-18,Eligible,81.38,3,Not Selected
BID-003999,TND-00892,MPLADS-SYN-0892,CON-002,1455860.99,2026-06-18,Ineligible,,,Ineligible
BID-004000,TND-00892,MPLADS-SYN-0892,CON-006,1748892.85,2026-06-18,Eligible,96.5,4,Selected
BID-004001,TND-00892,MPLADS-SYN-0892,CON-003,1583287.42,2026-06-18,Eligible,93.15,2,Not Selected
BID-004002,TND-00892,MPLADS-SYN-0892,CON-001,1642576.74,2026-06-18,Ineligible,,,Ineligible
BID-004003,TND-00893,MPLADS-SYN-0893,CON-003,1782443.93,2026-05-13,Ineligible,,,Ineligible
BID-004004,TND-00893,MPLADS-SYN-0893,CON-001,2092630.54,2026-05-13,Eligible,66.05,2,Not Selected
BID-004005,TND-00893,MPLADS-SYN-0893,CON-004,2106992.29,2026-05-13,Eligible,95.1,3,Not Selected
BID-004006,TND-00893,MPLADS-SYN-0893,CON-007,1868449.79,2026-05-13,Eligible,85.34,1,Selected
BID-004007,TND-00894,MPLADS-SYN-0894,CON-003,1682439.64,2026-07-09,Eligible,65.95,4,Selected
BID-004008,TND-00894,MPLADS-SYN-0894,CON-004,1735949.96,2026-07-09,Ineligible,,,Ineligible
BID-004009,TND-00894,MPLADS-SYN-0894,CON-005,1957905.95,2026-07-09,Eligible,72.31,5,Not Selected
BID-004010,TND-00894,MPLADS-SYN-0894,CON-006,1625626.12,2026-07-09,Eligible,75.61,2,Not Selected
BID-004011,TND-00894,MPLADS-SYN-0894,CON-007,1677835.63,2026-07-09,Ineligible,,,Ineligible
BID-004012,TND-00894,MPLADS-SYN-0894,CON-002,1640857.95,2026-07-09,Eligible,75.69,3,Not Selected
BID-004013,TND-00894,MPLADS-SYN-0894,CON-001,1575570.64,2026-07-09,Eligible,71.25,1,Not Selected
BID-004014,TND-00895,MPLADS-SYN-0895,CON-004,3335023.16,2026-04-20,Eligible,75.78,3,Not Selected
BID-004015,TND-00895,MPLADS-SYN-0895,CON-005,2919111.8,2026-04-20,Eligible,85.6,1,Selected
BID-004016,TND-00895,MPLADS-SYN-0895,CON-007,3032322.36,2026-04-20,Eligible,74.96,2,Not Selected
BID-004017,TND-00896,MPLADS-SYN-0896,CON-006,846305.68,2026-04-05,Eligible,90.95,5,Selected
BID-004018,TND-00896,MPLADS-SYN-0896,CON-005,937169.06,2026-04-05,Eligible,81.13,6,Not Selected
BID-004019,TND-00896,MPLADS-SYN-0896,CON-001,761086.66,2026-04-05,Eligible,81.81,2,Not Selected
BID-004020,TND-00896,MPLADS-SYN-0896,CON-002,756332.3,2026-04-05,Eligible,97.2,1,Not Selected
BID-004021,TND-00896,MPLADS-SYN-0896,CON-004,816619.86,2026-04-05,Eligible,82.5,4,Not Selected
BID-004022,TND-00896,MPLADS-SYN-0896,CON-007,795037.8,2026-04-05,Ineligible,,,Ineligible
BID-004023,TND-00896,MPLADS-SYN-0896,CON-003,816325.02,2026-04-05,Eligible,84.41,3,Not Selected
BID-004024,TND-00897,MPLADS-SYN-0897,CON-006,1541186.58,2026-08-15,Eligible,82.72,1,Not Selected
BID-004025,TND-00897,MPLADS-SYN-0897,CON-007,1650154.06,2026-08-15,Eligible,60.43,3,Not Selected
BID-004026,TND-00897,MPLADS-SYN-0897,CON-005,1622538.46,2026-08-15,Eligible,79.21,2,Not Selected
BID-004027,TND-00897,MPLADS-SYN-0897,CON-003,1737763.46,2026-08-15,Eligible,66.9,4,Not Selected
BID-004028,TND-00897,MPLADS-SYN-0897,CON-004,1630318.89,2026-08-15,Ineligible,,,Ineligible
BID-004029,TND-00898,MPLADS-SYN-0898,CON-006,3551712.46,2026-06-04,Eligible,68.39,4,Not Selected
BID-004030,TND-00898,MPLADS-SYN-0898,CON-004,3440718.8,2026-06-04,Eligible,96.33,3,Selected
BID-004031,TND-00898,MPLADS-SYN-0898,CON-001,3437287.45,2026-06-04,Eligible,89.84,2,Not Selected
BID-004032,TND-00898,MPLADS-SYN-0898,CON-003,3891794.82,2026-06-04,Eligible,75.25,5,Not Selected
BID-004033,TND-00898,MPLADS-SYN-0898,CON-007,4036047.0,2026-06-04,Eligible,87.79,6,Not Selected
BID-004034,TND-00898,MPLADS-SYN-0898,CON-005,3365209.61,2026-06-04,Eligible,67.4,1,Not Selected
BID-004035,TND-00899,MPLADS-SYN-0899,CON-002,591985.62,2026-02-22,Ineligible,,,Ineligible
BID-004036,TND-00899,MPLADS-SYN-0899,CON-007,628802.68,2026-02-22,Eligible,96.37,2,Not Selected
BID-004037,TND-00899,MPLADS-SYN-0899,CON-006,569412.95,2026-02-22,Eligible,70.69,1,Not Selected
BID-004038,TND-00900,MPLADS-SYN-0900,CON-006,2768345.99,2026-06-19,Eligible,63.94,4,Selected
BID-004039,TND-00900,MPLADS-SYN-0900,CON-004,2191196.09,2026-06-19,Eligible,81.98,1,Not Selected
BID-004040,TND-00900,MPLADS-SYN-0900,CON-005,2640917.37,2026-06-19,Eligible,89.32,3,Not Selected
BID-004041,TND-00900,MPLADS-SYN-0900,CON-001,2215057.72,2026-06-19,Eligible,84.93,2,Not Selected
BID-004042,TND-00900,MPLADS-SYN-0900,CON-002,2777335.31,2026-06-19,Eligible,65.72,5,Not Selected
BID-004043,TND-00900,MPLADS-SYN-0900,CON-003,2545470.15,2026-06-19,Ineligible,,,Ineligible
BID-004044,TND-00901,MPLADS-SYN-0901,CON-006,408951.32,2026-07-06,Eligible,96.66,1,Not Selected
BID-004045,TND-00901,MPLADS-SYN-0901,CON-007,459688.38,2026-07-06,Eligible,71.1,2,Submitted
BID-004046,TND-00902,MPLADS-SYN-0902,CON-001,4230731.12,2026-04-29,Eligible,94.99,7,Submitted
BID-004047,TND-00902,MPLADS-SYN-0902,CON-006,3687603.64,2026-04-29,Eligible,89.91,2,Under Evaluation
BID-004048,TND-00902,MPLADS-SYN-0902,CON-002,3411409.99,2026-04-29,Eligible,64.41,1,Under Evaluation
BID-004049,TND-00902,MPLADS-SYN-0902,CON-004,4169982.44,2026-04-29,Eligible,85.91,5,Not Selected
BID-004050,TND-00902,MPLADS-SYN-0902,CON-003,4218067.26,2026-04-29,Eligible,71.53,6,Submitted
BID-004051,TND-00902,MPLADS-SYN-0902,CON-005,3767332.19,2026-04-29,Eligible,96.88,3,Submitted
BID-004052,TND-00902,MPLADS-SYN-0902,CON-007,3822735.66,2026-04-29,Eligible,63.5,4,Under Evaluation
BID-004053,TND-00903,MPLADS-SYN-0903,CON-001,596165.92,2026-06-26,Ineligible,,,Ineligible
BID-004054,TND-00903,MPLADS-SYN-0903,CON-004,639612.08,2026-06-26,Eligible,78.65,2,Not Selected
BID-004055,TND-00903,MPLADS-SYN-0903,CON-006,609603.06,2026-06-26,Ineligible,,,Ineligible
BID-004056,TND-00903,MPLADS-SYN-0903,CON-003,591941.18,2026-06-26,Eligible,69.08,1,Not Selected
BID-004057,TND-00903,MPLADS-SYN-0903,CON-007,691121.97,2026-06-26,Eligible,61.43,4,Not Selected
BID-004058,TND-00903,MPLADS-SYN-0903,CON-005,666130.11,2026-06-26,Eligible,83.36,3,Not Selected
BID-004059,TND-00904,MPLADS-SYN-0904,CON-001,1124335.57,2026-07-16,Eligible,64.52,1,Not Selected
BID-004060,TND-00904,MPLADS-SYN-0904,CON-007,1160447.05,2026-07-16,Eligible,62.89,3,Not Selected
BID-004061,TND-00904,MPLADS-SYN-0904,CON-005,1145802.61,2026-07-16,Eligible,68.28,2,Not Selected
BID-004062,TND-00904,MPLADS-SYN-0904,CON-003,1087190.74,2026-07-16,Ineligible,,,Ineligible
BID-004063,TND-00905,MPLADS-SYN-0905,CON-007,1664588.76,2026-01-26,Eligible,66.35,3,Not Selected
BID-004064,TND-00905,MPLADS-SYN-0905,CON-002,1470654.12,2026-01-26,Ineligible,,,Ineligible
BID-004065,TND-00905,MPLADS-SYN-0905,CON-001,1635139.5,2026-01-26,Eligible,60.08,2,Not Selected
BID-004066,TND-00905,MPLADS-SYN-0905,CON-004,1593033.65,2026-01-26,Eligible,78.49,1,Not Selected
BID-004067,TND-00906,MPLADS-SYN-0906,CON-006,762752.83,2026-06-04,Eligible,74.84,2,Under Evaluation
BID-004068,TND-00906,MPLADS-SYN-0906,CON-007,764082.76,2026-06-04,Eligible,61.16,3,Submitted
BID-004069,TND-00906,MPLADS-SYN-0906,CON-004,727488.13,2026-06-04,Eligible,77.15,1,Under Evaluation
BID-004070,TND-00906,MPLADS-SYN-0906,CON-005,900359.12,2026-06-04,Ineligible,,,Submitted
BID-004071,TND-00907,MPLADS-SYN-0907,CON-003,1913282.0,2026-04-03,Eligible,77.03,1,Not Selected
BID-004072,TND-00907,MPLADS-SYN-0907,CON-006,1855984.94,2026-04-03,Ineligible,,,Ineligible
BID-004073,TND-00907,MPLADS-SYN-0907,CON-002,1600228.04,2026-04-03,Ineligible,,,Ineligible
BID-004074,TND-00908,MPLADS-SYN-0908,CON-001,1755845.05,2026-01-01,Eligible,92.64,1,Not Selected
BID-004075,TND-00908,MPLADS-SYN-0908,CON-005,2067493.85,2026-01-01,Eligible,64.23,3,Not Selected
BID-004076,TND-00908,MPLADS-SYN-0908,CON-003,1847465.97,2026-01-01,Eligible,79.35,2,Selected
BID-004077,TND-00908,MPLADS-SYN-0908,CON-004,2221417.64,2026-01-01,Ineligible,,,Ineligible
BID-004078,TND-00908,MPLADS-SYN-0908,CON-006,2173184.41,2026-01-01,Eligible,61.54,4,Not Selected
BID-004079,TND-00909,MPLADS-SYN-0909,CON-005,1535929.74,2026-08-05,Eligible,60.13,1,Not Selected
BID-004080,TND-00909,MPLADS-SYN-0909,CON-004,1473932.58,2026-08-05,Ineligible,,,Ineligible
BID-004081,TND-00910,MPLADS-SYN-0910,CON-003,4031581.28,2025-12-19,Eligible,60.29,3,Not Selected
BID-004082,TND-00910,MPLADS-SYN-0910,CON-005,3950430.48,2025-12-19,Eligible,79.06,2,Not Selected
BID-004083,TND-00910,MPLADS-SYN-0910,CON-007,3642995.2,2025-12-19,Eligible,93.07,1,Not Selected
BID-004084,TND-00910,MPLADS-SYN-0910,CON-006,4211835.95,2025-12-19,Eligible,68.72,5,Not Selected
BID-004085,TND-00910,MPLADS-SYN-0910,CON-001,4100422.22,2025-12-19,Eligible,66.65,4,Not Selected
BID-004086,TND-00911,MPLADS-SYN-0911,CON-002,1951845.15,2026-04-19,Eligible,98.0,3,Under Evaluation
BID-004087,TND-00911,MPLADS-SYN-0911,CON-001,1825907.79,2026-04-19,Eligible,60.05,2,Submitted
BID-004088,TND-00911,MPLADS-SYN-0911,CON-003,1597713.27,2026-04-19,Eligible,83.0,1,Under Evaluation
BID-004089,TND-00912,MPLADS-SYN-0912,CON-001,1471399.5,2026-02-03,Eligible,89.11,7,Not Selected
BID-004090,TND-00912,MPLADS-SYN-0912,CON-003,1336408.29,2026-02-03,Eligible,95.09,3,Not Selected
BID-004091,TND-00912,MPLADS-SYN-0912,CON-006,1158602.97,2026-02-03,Eligible,70.99,1,Selected
BID-004092,TND-00912,MPLADS-SYN-0912,CON-005,1373449.24,2026-02-03,Eligible,96.35,5,Not Selected
BID-004093,TND-00912,MPLADS-SYN-0912,CON-007,1345218.35,2026-02-03,Eligible,82.75,4,Not Selected
BID-004094,TND-00912,MPLADS-SYN-0912,CON-002,1313882.83,2026-02-03,Eligible,61.11,2,Not Selected
BID-004095,TND-00912,MPLADS-SYN-0912,CON-004,1471055.64,2026-02-03,Eligible,92.36,6,Not Selected
BID-004096,TND-00913,MPLADS-SYN-0913,CON-001,1116121.56,2026-02-07,Eligible,69.22,2,Not Selected
BID-004097,TND-00913,MPLADS-SYN-0913,CON-003,964923.36,2026-02-07,Eligible,93.12,1,Not Selected
BID-004098,TND-00914,MPLADS-SYN-0914,CON-001,1329675.63,2026-03-04,Eligible,61.38,2,Not Selected
BID-004099,TND-00914,MPLADS-SYN-0914,CON-006,1202325.85,2026-03-04,Eligible,74.65,1,Submitted
BID-004100,TND-00914,MPLADS-SYN-0914,CON-005,1433823.02,2026-03-04,Ineligible,,,Not Selected
BID-004101,TND-00914,MPLADS-SYN-0914,CON-003,1394654.02,2026-03-04,Eligible,97.82,4,Not Selected
BID-004102,TND-00914,MPLADS-SYN-0914,CON-004,1333307.41,2026-03-04,Eligible,65.54,3,Not Selected
BID-004103,TND-00914,MPLADS-SYN-0914,CON-007,1249561.93,2026-03-04,Ineligible,,,Under Evaluation
BID-004104,TND-00915,MPLADS-SYN-0915,CON-007,3610030.88,2026-02-27,Eligible,72.28,1,Not Selected
BID-004105,TND-00915,MPLADS-SYN-0915,CON-006,3959788.25,2026-02-27,Ineligible,,,Under Evaluation
BID-004106,TND-00915,MPLADS-SYN-0915,CON-003,4221916.98,2026-02-27,Eligible,89.19,3,Not Selected
BID-004107,TND-00915,MPLADS-SYN-0915,CON-005,4171553.3,2026-02-27,Eligible,81.88,2,Submitted
BID-004108,TND-00916,MPLADS-SYN-0916,CON-006,1180394.43,2026-01-11,Eligible,74.76,1,Selected
BID-004109,TND-00916,MPLADS-SYN-0916,CON-005,1193868.32,2026-01-11,Eligible,68.87,3,Not Selected
BID-004110,TND-00916,MPLADS-SYN-0916,CON-004,1298795.63,2026-01-11,Eligible,76.87,5,Not Selected
BID-004111,TND-00916,MPLADS-SYN-0916,CON-003,1076009.78,2026-01-11,Ineligible,,,Ineligible
BID-004112,TND-00916,MPLADS-SYN-0916,CON-002,1161983.56,2026-01-11,Ineligible,,,Ineligible
BID-004113,TND-00916,MPLADS-SYN-0916,CON-007,1191992.03,2026-01-11,Eligible,75.89,2,Not Selected
BID-004114,TND-00916,MPLADS-SYN-0916,CON-001,1237543.37,2026-01-11,Eligible,82.33,4,Not Selected
BID-004115,TND-00917,MPLADS-SYN-0917,CON-004,2136245.44,2026-02-13,Eligible,77.47,1,Under Evaluation
BID-004116,TND-00917,MPLADS-SYN-0917,CON-001,2383517.09,2026-02-13,Eligible,90.5,6,Under Evaluation
BID-004117,TND-00917,MPLADS-SYN-0917,CON-002,2369020.54,2026-02-13,Eligible,67.0,5,Not Selected
BID-004118,TND-00917,MPLADS-SYN-0917,CON-003,2330969.98,2026-02-13,Eligible,68.08,4,Submitted
BID-004119,TND-00917,MPLADS-SYN-0917,CON-005,2200659.62,2026-02-13,Eligible,63.04,2,Under Evaluation
BID-004120,TND-00917,MPLADS-SYN-0917,CON-006,2311558.9,2026-02-13,Eligible,87.37,3,Submitted
BID-004121,TND-00917,MPLADS-SYN-0917,CON-007,2104879.51,2026-02-13,Ineligible,,,Not Selected
BID-004122,TND-00918,MPLADS-SYN-0918,CON-001,2303859.29,2026-02-07,Eligible,85.67,1,Not Selected
BID-004123,TND-00918,MPLADS-SYN-0918,CON-004,2399225.83,2026-02-07,Eligible,95.37,3,Not Selected
BID-004124,TND-00918,MPLADS-SYN-0918,CON-003,2761410.26,2026-02-07,Eligible,84.32,5,Not Selected
BID-004125,TND-00918,MPLADS-SYN-0918,CON-002,2809054.68,2026-02-07,Eligible,79.96,6,Not Selected
BID-004126,TND-00918,MPLADS-SYN-0918,CON-007,2357133.88,2026-02-07,Eligible,60.77,2,Selected
BID-004127,TND-00918,MPLADS-SYN-0918,CON-005,2748290.56,2026-02-07,Ineligible,,,Ineligible
BID-004128,TND-00918,MPLADS-SYN-0918,CON-006,2465001.49,2026-02-07,Eligible,76.82,4,Not Selected
BID-004129,TND-00919,MPLADS-SYN-0919,CON-001,645837.31,2026-03-11,Eligible,61.0,1,Not Selected
BID-004130,TND-00919,MPLADS-SYN-0919,CON-003,636379.85,2026-03-11,Ineligible,,,Ineligible
BID-004131,TND-00919,MPLADS-SYN-0919,CON-002,719337.27,2026-03-11,Eligible,94.4,2,Not Selected
BID-004132,TND-00920,MPLADS-SYN-0920,CON-003,2722121.01,2026-02-01,Eligible,68.41,5,Under Evaluation
BID-004133,TND-00920,MPLADS-SYN-0920,CON-002,2186245.18,2026-02-01,Eligible,96.9,4,Submitted
BID-004134,TND-00920,MPLADS-SYN-0920,CON-005,2183088.2,2026-02-01,Eligible,65.96,3,Not Selected
BID-004135,TND-00920,MPLADS-SYN-0920,CON-004,2135997.76,2026-02-01,Eligible,67.03,2,Submitted
BID-004136,TND-00920,MPLADS-SYN-0920,CON-007,2135951.62,2026-02-01,Eligible,82.23,1,Not Selected
BID-004137,TND-00921,MPLADS-SYN-0921,CON-001,914321.4,2026-06-15,Ineligible,,,Ineligible
BID-004138,TND-00921,MPLADS-SYN-0921,CON-002,910954.44,2026-06-15,Eligible,82.94,2,Not Selected
BID-004139,TND-00921,MPLADS-SYN-0921,CON-003,773969.03,2026-06-15,Eligible,66.98,1,Not Selected
BID-004140,TND-00922,MPLADS-SYN-0922,CON-005,1343286.93,2026-07-02,Eligible,60.02,3,Not Selected
BID-004141,TND-00922,MPLADS-SYN-0922,CON-003,1310600.57,2026-07-02,Eligible,87.62,2,Selected
BID-004142,TND-00922,MPLADS-SYN-0922,CON-001,1367942.51,2026-07-02,Eligible,88.23,4,Not Selected
BID-004143,TND-00922,MPLADS-SYN-0922,CON-002,1088388.68,2026-07-02,Ineligible,,,Ineligible
BID-004144,TND-00922,MPLADS-SYN-0922,CON-006,1265902.99,2026-07-02,Ineligible,,,Ineligible
BID-004145,TND-00922,MPLADS-SYN-0922,CON-004,1207960.38,2026-07-02,Eligible,70.82,1,Not Selected
BID-004146,TND-00922,MPLADS-SYN-0922,CON-007,1180263.9,2026-07-02,Ineligible,,,Ineligible
BID-004147,TND-00923,MPLADS-SYN-0923,CON-006,1433396.39,2026-03-14,Eligible,83.37,1,Not Selected
