project_id,state,district,constituency,work_type,work_description,sanction_amount,estimated_cost,expenditure,start_date,expected_completion,actual_completion_date,physical_progress,financial_progress,implementing_agency,contractor_agency,latitude,longitude,status,terrain,data_source
MPLADS-SYN-0750,Rajasthan,Ajmer,Ajmer,Library,Library development work in Ajmer,800000,800000,487366,2026-04-05,2026-08-04,,63,64,Zilla Parishad,Om Civil Works,8.667102,83.46514,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0751,Karnataka,Bengaluru Urban,Bengaluru,Sports Facility,Sports Facility development work in Bengaluru Urban,550000,560000,309515,2026-05-09,2026-07-28,,48,60,Rural Development Agency,Maharashtra Works Agency,11.654384,73.860207,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0752,Rajasthan,Udaipur,Udaipur,Sports Facility,Sports Facility development work in Udaipur,2190000,2220000,2080500,2026-04-16,2026-10-08,,32,95,Municipal Corporation,ABC Infrastructure Pvt Ltd,24.542573,75.273676,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0753,Bihar,Gaya,Gaya,Health Facility,Health Facility development work in Gaya,3450000,3510000,2949791,2026-06-22,2026-09-04,,85,93,Municipal Corporation,Om Civil Works,25.173508,82.411185,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0754,Karnataka,Hubballi,Hubballi,Health Facility,Health Facility development work in Hubballi,3000000,2990000,1643477,2026-05-05,2026-07-25,,57,60,Education Department,National Infra Services,22.282335,85.902396,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0755,Maharashtra,Nashik,Nashik,School Building,School Building development work in Nashik,3170000,3270000,2685551,2026-02-05,2026-09-27,2026-10-12,95,87,Public Works Department,National Infra Services,13.819332,82.825867,Completed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0756,Gujarat,Surat,Surat,Road,Road development work in Surat,2790000,2850000,2538900,2026-06-13,2026-10-21,,36,91,Rural Development Agency,National Infra Services,27.487004,79.793826,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0757,Bihar,Muzaffarpur,Muzaffarpur,Street Lighting,Street Lighting development work in Muzaffarpur,650000,640000,492521,2026-05-16,2026-09-07,,76,76,Education Department,National Infra Services,23.777165,80.516975,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0758,Maharashtra,Thane,Thane,Community Hall,Community Hall development work in Thane,1630000,1640000,840530,2026-01-20,2026-07-03,,58,54,Rural Development Agency,National Infra Services,16.444662,72.322223,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0759,Uttar Pradesh,Prayagraj,Prayagraj,Solar Lighting,Solar Lighting development work in Prayagraj,800000,820000,498881,2026-08-25,2027-04-22,,67,65,Public Works Department,ABC Infrastructure Pvt Ltd,27.760001,86.686971,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0760,Gujarat,Kutch,Kutch,Sports Facility,Sports Facility development work in Kutch,710000,710000,312400,2026-08-19,2026-12-26,,22,44,Rural Development Agency,Sai Construction,19.836593,72.057625,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0761,Maharashtra,Nandurbar,Nandurbar,Drinking Water,Drinking Water development work in Nandurbar,1120000,1150000,467541,2026-06-05,2027-01-16,,43,43,Municipal Corporation,Shree Buildcon,17.532178,84.286422,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0762,Rajasthan,Udaipur,Udaipur,Community Hall,Community Hall development work in Udaipur,1730000,1750000,346000,2026-04-04,2026-06-12,,8,20,Education Department,Shree Buildcon,12.70327,79.780329,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0763,Tamil Nadu,Chennai,Chennai,Library,Library development work in Chennai,1380000,1370000,711499,2026-07-18,2026-09-20,,54,53,District Health Office,National Infra Services,15.916333,78.09723,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0764,Madhya Pradesh,Sagar,Sagar,Sports Facility,Sports Facility development work in Sagar,850000,840000,399500,2026-01-08,2026-08-10,,63,47,Public Works Department,Sai Construction,26.658657,79.73436,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0765,Madhya Pradesh,Sagar,Sagar,Solar Lighting,Solar Lighting development work in Sagar,1180000,1160000,944000,2026-02-24,2026-04-25,,39,80,Public Works Department,Shree Buildcon,14.866456,77.121923,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0766,Bihar,Gaya,Gaya,Health Facility,Health Facility development work in Gaya,4200000,4230000,4116000,2026-03-12,2026-08-18,,25,98,Education Department,National Infra Services,17.454688,83.876971,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0767,Karnataka,Bengaluru Urban,Bengaluru,Library,Library development work in Bengaluru Urban,1420000,1400000,937200,2026-01-20,2026-05-10,,65,66,Zilla Parishad,Sai Construction,26.828372,76.828489,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0768,Rajasthan,Udaipur,Udaipur,Street Lighting,Street Lighting development work in Udaipur,840000,820000,450307,2026-06-02,2027-01-03,,60,55,Rural Development Agency,District Works Cooperative,18.41628,82.212999,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0769,Maharashtra,Aurangabad,Aurangabad,Drainage,Drainage development work in Aurangabad,1180000,1190000,602025,2026-05-13,2026-10-29,,51,55,Municipal Corporation,ABC Infrastructure Pvt Ltd,20.041812,72.966871,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0770,Rajasthan,Jodhpur,Jodhpur,Drainage,Drainage development work in Jodhpur,750000,730000,527386,2026-07-23,2027-03-09,,82,72,Zilla Parishad,Sai Construction,10.058552,75.686505,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0771,Rajasthan,Udaipur,Udaipur,Drainage,Drainage development work in Udaipur,500000,490000,470589,2026-06-04,2026-12-28,,94,100,District Health Office,ABC Infrastructure Pvt Ltd,24.666069,85.37423,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0772,Tamil Nadu,Coimbatore,Coimbatore,Community Hall,Community Hall development work in Coimbatore,1010000,1010000,949507,2026-05-02,2026-12-18,,94,99,Education Department,ABC Infrastructure Pvt Ltd,12.370547,86.400905,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0773,Gujarat,Rajkot,Rajkot,Drainage,Drainage development work in Rajkot,1670000,1650000,1372262,2026-03-04,2026-06-02,,92,85,Rural Development Agency,Om Civil Works,8.985359,82.613132,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0774,Uttar Pradesh,Lucknow,Lucknow,Solar Lighting,Solar Lighting development work in Lucknow,1310000,1280000,589500,2026-01-10,2026-06-10,,18,45,Municipal Corporation,ABC Infrastructure Pvt Ltd,11.347185,73.074186,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0775,Maharashtra,Nandurbar,Nandurbar,Community Hall,Community Hall development work in Nandurbar,3090000,3130000,772500,2026-07-14,2027-02-11,,42,25,Municipal Council,Om Civil Works,22.027269,82.521689,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0776,Uttar Pradesh,Lucknow,Lucknow,Library,Library development work in Lucknow,1060000,1050000,540541,2026-07-17,2026-12-05,,43,52,Zilla Parishad,Om Civil Works,10.762389,84.908246,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0777,Bihar,Bhagalpur,Bhagalpur,Street Lighting,Street Lighting development work in Bhagalpur,300000,310000,117686,2026-06-16,2026-09-17,,46,42,Zilla Parishad,Shree Buildcon,22.694369,74.434041,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0778,Rajasthan,Kota,Kota,Community Hall,Community Hall development work in Kota,2000000,2040000,960000,2026-02-01,2026-09-03,,76,48,Municipal Council,ABC Infrastructure Pvt Ltd,26.887814,81.547762,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0779,Gujarat,Kutch,Kutch,School Building,School Building development work in Kutch,4210000,4340000,2879913,2026-01-22,2026-08-15,,64,70,Municipal Council,Sai Construction,25.661065,74.68331,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0780,Madhya Pradesh,Sagar,Sagar,Road,Road development work in Sagar,1300000,1340000,702554,2026-04-09,2026-09-02,,65,60,Municipal Council,Maharashtra Works Agency,19.357388,80.699911,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0781,Gujarat,Vadodara,Vadodara,Street Lighting,Street Lighting development work in Vadodara,740000,760000,687321,2026-02-01,2026-07-10,,90,99,Municipal Corporation,ABC Infrastructure Pvt Ltd,26.900497,77.865288,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0782,Gujarat,Ahmedabad,Ahmedabad,Road,Road development work in Ahmedabad,2370000,2410000,1860681,2026-05-08,2026-09-20,,79,80,Public Works Department,Maharashtra Works Agency,20.292832,78.010894,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0783,Rajasthan,Jodhpur,Jodhpur,School Building,School Building development work in Jodhpur,1780000,1820000,1017198,2026-04-20,2026-09-09,,63,59,Public Works Department,Maharashtra Works Agency,8.839623,86.517188,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0784,Rajasthan,Ajmer,Ajmer,Health Facility,Health Facility development work in Ajmer,3480000,3550000,1275536,2026-05-25,2026-11-13,,47,37,Rural Development Agency,Shree Buildcon,13.359274,85.042327,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0785,Karnataka,Mysuru,Mysuru,School Building,School Building development work in Mysuru,1170000,1140000,881916,2026-04-15,2026-11-03,,80,77,Zilla Parishad,National Infra Services,17.713714,83.67409,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0786,Bihar,Bhagalpur,Bhagalpur,Library,Library development work in Bhagalpur,1240000,1230000,772536,2026-06-18,2026-12-03,,73,65,Municipal Council,ABC Infrastructure Pvt Ltd,25.085707,77.091874,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0787,Maharashtra,Dhule,Dhule,Street Lighting,Street Lighting development work in Dhule,670000,660000,162855,2026-07-09,2027-01-12,,35,27,Municipal Council,Om Civil Works,23.541884,76.31555,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0788,Rajasthan,Udaipur,Udaipur,Community Hall,Community Hall development work in Udaipur,2970000,3010000,1395900,2026-03-02,2026-08-02,,77,47,Education Department,Om Civil Works,15.932555,81.337417,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0789,Rajasthan,Kota,Kota,Sports Facility,Sports Facility development work in Kota,1300000,1260000,611000,2026-08-19,2027-01-01,,46,47,Municipal Council,District Works Cooperative,27.452299,87.110794,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0790,Karnataka,Belagavi,Belagavi,Road,Road development work in Belagavi,2350000,2330000,1796948,2026-05-01,2026-10-01,,81,79,Rural Development Agency,Shree Buildcon,18.150677,81.90851,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0791,Karnataka,Bengaluru Urban,Bengaluru,Library,Library development work in Bengaluru Urban,860000,860000,659961,2026-01-09,2026-04-01,,80,78,Zilla Parishad,Maharashtra Works Agency,22.79507,78.374343,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0792,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Community Hall,Community Hall development work in Tiruchirappalli,1080000,1070000,915025,2026-05-03,2026-07-15,,86,93,Zilla Parishad,ABC Infrastructure Pvt Ltd,11.670305,80.072345,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0793,Madhya Pradesh,Ujjain,Ujjain,Road,Road development work in Ujjain,990000,970000,543788,2026-01-24,2026-07-06,,65,57,Public Works Department,District Works Cooperative,17.642609,79.139767,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0794,Uttar Pradesh,Varanasi,Varanasi,School Building,School Building development work in Varanasi,1170000,1150000,646767,2026-05-02,2026-11-04,,54,58,Rural Development Agency,ABC Infrastructure Pvt Ltd,18.818061,84.562305,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0795,Karnataka,Mysuru,Mysuru,School Building,School Building development work in Mysuru,3190000,3190000,1342117,2026-06-24,2027-01-29,,37,44,Education Department,Om Civil Works,13.47309,76.308025,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0796,Uttar Pradesh,Varanasi,Varanasi,Street Lighting,Street Lighting development work in Varanasi,210000,200000,52500,2026-01-15,2026-08-15,,8,25,Public Works Department,National Infra Services,10.405459,77.828123,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0797,Tamil Nadu,Salem,Salem,Library,Library development work in Salem,1470000,1440000,1135425,2026-03-09,2026-07-31,,89,81,District Health Office,National Infra Services,14.712056,80.683401,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0798,Bihar,Bhagalpur,Bhagalpur,School Building,School Building development work in Bhagalpur,4530000,4450000,4439400,2026-01-23,2026-06-07,,35,98,Public Works Department,Om Civil Works,13.775361,84.200942,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0799,Bihar,Bhagalpur,Bhagalpur,Library,Library development work in Bhagalpur,980000,990000,586575,2026-03-12,2026-07-22,,53,61,Zilla Parishad,National Infra Services,10.586916,80.486188,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0800,Tamil Nadu,Madurai,Madurai,Solar Lighting,Solar Lighting development work in Madurai,800000,810000,367812,2026-01-06,2026-06-30,,54,47,Rural Development Agency,Sai Construction,13.401902,84.11492,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0801,Gujarat,Rajkot,Rajkot,Sports Facility,Sports Facility development work in Rajkot,1960000,1990000,1760447,2026-06-22,2026-12-22,,87,96,Education Department,National Infra Services,23.667942,78.84356,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0802,Uttar Pradesh,Lucknow,Lucknow,Solar Lighting,Solar Lighting development work in Lucknow,890000,870000,225112,2026-07-02,2027-01-12,,36,28,Public Works Department,Om Civil Works,28.158143,81.014307,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0803,Maharashtra,Ahmednagar,Ahmednagar,Road,Road development work in Ahmednagar,2220000,2200000,1443000,2026-04-18,2026-11-07,,24,65,Rural Development Agency,National Infra Services,18.634579,87.57001,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0804,Bihar,Darbhanga,Darbhanga,Health Facility,Health Facility development work in Darbhanga,2840000,2880000,2669600,2026-06-17,2026-09-08,,32,94,District Health Office,National Infra Services,19.268156,79.319842,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0805,Uttar Pradesh,Varanasi,Varanasi,Solar Lighting,Solar Lighting development work in Varanasi,1230000,1240000,504300,2026-02-04,2026-09-21,,20,41,Municipal Council,Om Civil Works,25.215535,81.512885,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0806,Bihar,Bhagalpur,Bhagalpur,Drainage,Drainage development work in Bhagalpur,2440000,2450000,2122800,2026-07-18,2027-03-08,,23,87,Zilla Parishad,ABC Infrastructure Pvt Ltd,26.177194,77.565848,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0807,Tamil Nadu,Chennai,Chennai,Drainage,Drainage development work in Chennai,1430000,1440000,666215,2026-02-08,2026-06-05,,51,47,Education Department,Maharashtra Works Agency,19.220268,72.819424,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0808,Uttar Pradesh,Varanasi,Varanasi,Solar Lighting,Solar Lighting development work in Varanasi,1730000,1780000,653660,2026-03-16,2026-05-19,,42,41,Municipal Council,National Infra Services,15.202617,82.237204,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0809,Bihar,Gaya,Gaya,Community Hall,Community Hall development work in Gaya,1010000,1020000,588511,2026-02-20,2026-05-23,,61,62,Municipal Corporation,Sai Construction,13.10267,73.435312,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0810,Bihar,Patna,Patna,Community Hall,Community Hall development work in Patna,3160000,3120000,2591200,2026-02-01,2026-04-03,,55,82,District Health Office,Maharashtra Works Agency,25.331904,87.138832,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0811,Tamil Nadu,Chennai,Chennai,Health Facility,Health Facility development work in Chennai,2490000,2490000,715660,2026-01-15,2026-08-11,,37,31,Municipal Council,Maharashtra Works Agency,10.978245,73.786504,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0812,Rajasthan,Kota,Kota,Health Facility,Health Facility development work in Kota,2700000,2660000,810000,2026-04-14,2026-08-03,,24,30,Municipal Council,District Works Cooperative,8.13352,79.9529,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0813,Bihar,Bhagalpur,Bhagalpur,Solar Lighting,Solar Lighting development work in Bhagalpur,1370000,1380000,596389,2026-06-20,2026-09-12,,36,48,District Health Office,Sai Construction,12.853471,83.375466,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0814,Rajasthan,Kota,Kota,Library,Library development work in Kota,350000,350000,326211,2026-07-12,2026-09-11,,91,100,Municipal Corporation,Om Civil Works,16.035131,86.34425,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0815,Maharashtra,Nashik,Nashik,Drinking Water,Drinking Water development work in Nashik,640000,640000,514723,2026-07-22,2026-11-02,,79,85,Zilla Parishad,Om Civil Works,15.066878,85.926145,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0816,Uttar Pradesh,Agra,Agra,School Building,School Building development work in Agra,4110000,4030000,2308843,2026-03-02,2026-07-30,,60,57,Education Department,District Works Cooperative,26.482365,73.982086,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0817,Bihar,Muzaffarpur,Muzaffarpur,Library,Library development work in Muzaffarpur,1460000,1450000,903167,2026-06-20,2027-01-25,,69,66,District Health Office,National Infra Services,27.375029,82.800988,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0818,Maharashtra,Jalgaon,Jalgaon,Health Facility,Health Facility development work in Jalgaon,3430000,3510000,1053500,2026-08-12,2026-12-09,,38,32,Municipal Corporation,Shree Buildcon,25.283605,74.935944,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0819,Uttar Pradesh,Varanasi,Varanasi,Road,Road development work in Varanasi,2490000,2530000,1852143,2026-05-22,2026-11-10,,65,77,Education Department,Maharashtra Works Agency,23.539725,82.698148,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0820,Rajasthan,Jodhpur,Jodhpur,Solar Lighting,Solar Lighting development work in Jodhpur,500000,500000,373727,2026-07-15,2026-09-14,,83,81,Public Works Department,District Works Cooperative,19.010696,77.354466,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0821,Rajasthan,Kota,Kota,Library,Library development work in Kota,1100000,1120000,478577,2026-05-17,2026-12-25,,47,46,Zilla Parishad,ABC Infrastructure Pvt Ltd,9.827627,83.824553,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0822,Rajasthan,Kota,Kota,Drinking Water,Drinking Water development work in Kota,990000,1000000,504303,2026-01-20,2026-06-16,,61,52,Municipal Corporation,District Works Cooperative,17.681831,72.818192,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0823,Gujarat,Kutch,Kutch,Drainage,Drainage development work in Kutch,1070000,1090000,681598,2026-04-22,2026-08-10,,56,65,Rural Development Agency,Sai Construction,15.372957,85.259712,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0824,Karnataka,Hubballi,Hubballi,School Building,School Building development work in Hubballi,2420000,2480000,2318621,2026-01-25,2026-04-16,,92,100,Education Department,Shree Buildcon,18.521203,77.969981,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0825,Uttar Pradesh,Prayagraj,Prayagraj,Drainage,Drainage development work in Prayagraj,1970000,1990000,1471802,2026-02-23,2026-09-09,,77,79,Rural Development Agency,Shree Buildcon,11.825664,85.188284,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0826,Maharashtra,Ahmednagar,Ahmednagar,Community Hall,Community Hall development work in Ahmednagar,2070000,2080000,931500,2026-07-16,2026-10-04,,40,45,Municipal Council,National Infra Services,28.480977,74.608623,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0827,Karnataka,Bengaluru Urban,Bengaluru,Road,Road development work in Bengaluru Urban,1130000,1110000,1069906,2026-01-12,2026-03-31,,90,95,District Health Office,ABC Infrastructure Pvt Ltd,21.800892,85.26429,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0828,Madhya Pradesh,Indore,Indore,Sports Facility,Sports Facility development work in Indore,1930000,1980000,1621849,2026-03-17,2026-10-10,,84,88,Rural Development Agency,Shree Buildcon,21.286136,88.009065,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0829,Bihar,Patna,Patna,Drainage,Drainage development work in Patna,420000,410000,176400,2026-01-16,2026-07-17,,24,42,Zilla Parishad,Maharashtra Works Agency,22.825892,81.101047,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0830,Rajasthan,Jaipur,Jaipur,Drainage,Drainage development work in Jaipur,1910000,1960000,611200,2026-05-04,2026-11-28,,65,32,Municipal Council,Sai Construction,21.518667,77.84739,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0831,Gujarat,Surat,Surat,Sports Facility,Sports Facility development work in Surat,500000,500000,163270,2026-04-12,2026-08-28,,43,36,Rural Development Agency,National Infra Services,23.205333,86.051551,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0832,Gujarat,Ahmedabad,Ahmedabad,Road,Road development work in Ahmedabad,810000,830000,533130,2026-03-10,2026-05-28,,68,66,Municipal Corporation,National Infra Services,8.486581,73.439524,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0833,Maharashtra,Dhule,Dhule,Health Facility,Health Facility development work in Dhule,780000,800000,390000,2026-05-04,2026-08-23,,41,50,Municipal Council,ABC Infrastructure Pvt Ltd,14.892677,77.510308,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0834,Rajasthan,Ajmer,Ajmer,Library,Library development work in Ajmer,690000,710000,479589,2026-08-08,2026-10-16,,67,70,Municipal Corporation,Maharashtra Works Agency,10.396636,76.173059,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0835,Karnataka,Belagavi,Belagavi,Solar Lighting,Solar Lighting development work in Belagavi,740000,730000,495523,2026-03-15,2026-06-03,,68,68,Public Works Department,National Infra Services,14.482103,72.513096,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0836,Madhya Pradesh,Indore,Indore,School Building,School Building development work in Indore,5020000,4900000,2660600,2026-01-15,2026-04-20,,44,53,District Health Office,National Infra Services,8.187551,76.574325,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0837,Maharashtra,Pune,Pune,Sports Facility,Sports Facility development work in Pune,1480000,1480000,724151,2026-01-08,2026-05-10,,53,50,Municipal Corporation,Shree Buildcon,17.496501,72.775602,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0838,Rajasthan,Jaipur,Jaipur,School Building,School Building development work in Jaipur,3590000,3610000,2873891,2026-05-08,2026-08-10,,87,88,Zilla Parishad,Shree Buildcon,24.688467,87.218393,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0839,Rajasthan,Jaipur,Jaipur,School Building,School Building development work in Jaipur,2680000,2720000,991616,2026-02-04,2026-09-03,,41,38,Zilla Parishad,District Works Cooperative,21.121593,72.458171,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0840,Madhya Pradesh,Ujjain,Ujjain,School Building,School Building development work in Ujjain,3680000,3730000,1613232,2026-06-11,2026-10-02,,44,46,Education Department,Sai Construction,23.86657,86.485242,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0841,Tamil Nadu,Chennai,Chennai,Library,Library development work in Chennai,1070000,1100000,590941,2026-08-23,2027-04-10,,63,59,Zilla Parishad,Om Civil Works,20.011141,86.561574,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0842,Rajasthan,Ajmer,Ajmer,Drainage,Drainage development work in Ajmer,2110000,2060000,1227435,2026-07-01,2027-01-26,,64,59,Municipal Council,ABC Infrastructure Pvt Ltd,10.48631,86.618224,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0843,Rajasthan,Jodhpur,Jodhpur,Drainage,Drainage development work in Jodhpur,550000,550000,371735,2026-04-24,2026-12-14,,67,73,Education Department,National Infra Services,19.982007,76.067667,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0844,Madhya Pradesh,Ujjain,Ujjain,School Building,School Building development work in Ujjain,3640000,3700000,2448924,2026-03-22,2026-07-31,,77,71,Municipal Council,ABC Infrastructure Pvt Ltd,12.372184,87.922349,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0845,Karnataka,Belagavi,Belagavi,Solar Lighting,Solar Lighting development work in Belagavi,1140000,1160000,707660,2026-03-15,2026-08-29,,55,67,Rural Development Agency,Sai Construction,24.289084,75.012246,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0846,Uttar Pradesh,Agra,Agra,Health Facility,Health Facility development work in Agra,2510000,2550000,1008636,2026-08-03,2027-01-02,,35,42,Rural Development Agency,Maharashtra Works Agency,13.096841,87.998268,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0847,Madhya Pradesh,Ujjain,Ujjain,Drainage,Drainage development work in Ujjain,1970000,1950000,693584,2026-01-17,2026-04-25,,44,39,Public Works Department,Sai Construction,22.681727,72.004269,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0848,Maharashtra,Nandurbar,Nandurbar,Road,Road development work in Nandurbar,2780000,2760000,980884,2026-02-15,2026-07-11,,49,39,Municipal Council,ABC Infrastructure Pvt Ltd,27.572244,84.115045,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0849,Karnataka,Mysuru,Mysuru,Road,Road development work in Mysuru,1300000,1280000,991657,2026-04-21,2026-11-08,,79,77,Education Department,Maharashtra Works Agency,21.573665,87.069525,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0850,Uttar Pradesh,Prayagraj,Prayagraj,Community Hall,Community Hall development work in Prayagraj,2950000,2990000,1422431,2026-02-17,2026-08-10,,55,51,Municipal Council,Om Civil Works,21.388935,79.425275,Ongoing,Plain,SYNTHETIC_PROTOTYPE
