project_id,anomaly_type,risk_level,reason,label_source
MPLADS-SYN-0863,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0864,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0865,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0866,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0867,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0868,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0869,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0870,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0871,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0872,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0873,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0874,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0875,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0876,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0877,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0878,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0879,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0880,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0881,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0882,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0883,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0884,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0885,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0886,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0887,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0888,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0889,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0890,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0891,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0892,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0893,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0894,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0895,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0896,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0897,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0898,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0899,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0900,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0901,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0902,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0903,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0904,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0905,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0906,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0907,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0908,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0909,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0910,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0911,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0912,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0913,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0914,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0915,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0916,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0917,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0918,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0919,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0920,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0921,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0922,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0923,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0924,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0925,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0926,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0927,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0928,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0929,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0930,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0931,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0932,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0933,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0934,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0935,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0936,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0937,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0938,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0939,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0940,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0941,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0942,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0943,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0944,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0945,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0946,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0947,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0948,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0949,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0950,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0951,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0952,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0953,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0954,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0955,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0956,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0957,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0958,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0959,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0960,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0961,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0962,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0963,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0964,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0965,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0966,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0967,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0968,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0969,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0970,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0971,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0972,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0973,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0974,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0975,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0976,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0977,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0978,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0979,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0980,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0981,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0982,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0983,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0984,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0985,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0986,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0987,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0988,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0989,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0990,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0991,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0992,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0993,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0994,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0995,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0996,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0997,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0998,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0999,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-1000,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
