update_id,project_id,date,physical_progress,financial_progress,reported_by,data_source
PR-0784-1,MPLADS-SYN-0784,2026-07-20,17,10,Field Officer,SYNTHETIC_PROTOTYPE
PR-0784-2,MPLADS-SYN-0784,2026-09-15,27,26,District Authority,SYNTHETIC_PROTOTYPE
PR-0784-3,MPLADS-SYN-0784,2026-11-13,49,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0785-1,MPLADS-SYN-0785,2026-06-20,30,22,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0785-2,MPLADS-SYN-0785,2026-08-26,54,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0785-3,MPLADS-SYN-0785,2026-11-03,81,78,Field Officer,SYNTHETIC_PROTOTYPE
PR-0786-1,MPLADS-SYN-0786,2026-08-12,28,17,Field Officer,SYNTHETIC_PROTOTYPE
PR-0786-2,MPLADS-SYN-0786,2026-10-06,52,42,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0786-3,MPLADS-SYN-0786,2026-12-03,75,68,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0787-1,MPLADS-SYN-0787,2026-09-08,8,10,District Authority,SYNTHETIC_PROTOTYPE
PR-0787-2,MPLADS-SYN-0787,2026-11-09,26,13,District Authority,SYNTHETIC_PROTOTYPE
PR-0787-3,MPLADS-SYN-0787,2027-01-12,32,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0788-1,MPLADS-SYN-0788,2026-04-21,28,12,Field Officer,SYNTHETIC_PROTOTYPE
PR-0788-2,MPLADS-SYN-0788,2026-06-10,51,32,Field Officer,SYNTHETIC_PROTOTYPE
PR-0788-3,MPLADS-SYN-0788,2026-08-02,80,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0789-1,MPLADS-SYN-0789,2026-10-02,18,11,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0789-2,MPLADS-SYN-0789,2026-11-16,32,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0789-3,MPLADS-SYN-0789,2027-01-01,49,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0790-1,MPLADS-SYN-0790,2026-06-20,27,25,Field Officer,SYNTHETIC_PROTOTYPE
PR-0790-2,MPLADS-SYN-0790,2026-08-09,53,53,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0790-3,MPLADS-SYN-0790,2026-10-01,80,82,District Authority,SYNTHETIC_PROTOTYPE
PR-0791-1,MPLADS-SYN-0791,2026-02-05,23,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0791-2,MPLADS-SYN-0791,2026-03-04,50,53,District Authority,SYNTHETIC_PROTOTYPE
PR-0791-3,MPLADS-SYN-0791,2026-04-01,84,77,Field Officer,SYNTHETIC_PROTOTYPE
PR-0792-1,MPLADS-SYN-0792,2026-05-27,25,32,District Authority,SYNTHETIC_PROTOTYPE
PR-0792-2,MPLADS-SYN-0792,2026-06-20,60,61,Field Officer,SYNTHETIC_PROTOTYPE
PR-0792-3,MPLADS-SYN-0792,2026-07-15,89,96,Field Officer,SYNTHETIC_PROTOTYPE
PR-0793-1,MPLADS-SYN-0793,2026-03-18,19,16,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0793-2,MPLADS-SYN-0793,2026-05-11,44,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0793-3,MPLADS-SYN-0793,2026-07-06,62,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0794-1,MPLADS-SYN-0794,2026-07-02,21,18,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0794-2,MPLADS-SYN-0794,2026-09-01,34,38,Field Officer,SYNTHETIC_PROTOTYPE
PR-0794-3,MPLADS-SYN-0794,2026-11-04,55,61,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0795-1,MPLADS-SYN-0795,2026-09-04,11,10,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0795-2,MPLADS-SYN-0795,2026-11-15,22,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0795-3,MPLADS-SYN-0795,2027-01-29,38,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0796-1,MPLADS-SYN-0796,2026-03-25,1,6,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0796-2,MPLADS-SYN-0796,2026-06-03,2,14,Field Officer,SYNTHETIC_PROTOTYPE
PR-0796-3,MPLADS-SYN-0796,2026-08-15,9,24,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0797-1,MPLADS-SYN-0797,2026-04-25,27,25,Field Officer,SYNTHETIC_PROTOTYPE
PR-0797-2,MPLADS-SYN-0797,2026-06-12,56,55,District Authority,SYNTHETIC_PROTOTYPE
PR-0797-3,MPLADS-SYN-0797,2026-07-31,87,82,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0798-1,MPLADS-SYN-0798,2026-03-08,15,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0798-2,MPLADS-SYN-0798,2026-04-22,23,64,District Authority,SYNTHETIC_PROTOTYPE
PR-0798-3,MPLADS-SYN-0798,2026-06-07,35,94,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0799-1,MPLADS-SYN-0799,2026-04-24,20,23,Field Officer,SYNTHETIC_PROTOTYPE
PR-0799-2,MPLADS-SYN-0799,2026-06-07,30,36,District Authority,SYNTHETIC_PROTOTYPE
PR-0799-3,MPLADS-SYN-0799,2026-07-22,49,61,District Authority,SYNTHETIC_PROTOTYPE
PR-0800-1,MPLADS-SYN-0800,2026-03-04,20,13,Field Officer,SYNTHETIC_PROTOTYPE
PR-0800-2,MPLADS-SYN-0800,2026-05-01,38,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0800-3,MPLADS-SYN-0800,2026-06-30,53,44,District Authority,SYNTHETIC_PROTOTYPE
PR-0801-1,MPLADS-SYN-0801,2026-08-21,28,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0801-2,MPLADS-SYN-0801,2026-10-20,61,65,Field Officer,SYNTHETIC_PROTOTYPE
PR-0801-3,MPLADS-SYN-0801,2026-12-22,83,96,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0802-1,MPLADS-SYN-0802,2026-09-04,15,8,Field Officer,SYNTHETIC_PROTOTYPE
PR-0802-2,MPLADS-SYN-0802,2026-11-07,20,15,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0802-3,MPLADS-SYN-0802,2027-01-12,37,27,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0803-1,MPLADS-SYN-0803,2026-06-23,11,21,District Authority,SYNTHETIC_PROTOTYPE
PR-0803-2,MPLADS-SYN-0803,2026-08-29,18,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0803-3,MPLADS-SYN-0803,2026-11-07,26,68,District Authority,SYNTHETIC_PROTOTYPE
PR-0804-1,MPLADS-SYN-0804,2026-07-14,10,33,Field Officer,SYNTHETIC_PROTOTYPE
PR-0804-2,MPLADS-SYN-0804,2026-08-10,24,59,District Authority,SYNTHETIC_PROTOTYPE
PR-0804-3,MPLADS-SYN-0804,2026-09-08,32,96,Field Officer,SYNTHETIC_PROTOTYPE
PR-0805-1,MPLADS-SYN-0805,2026-04-20,6,15,Field Officer,SYNTHETIC_PROTOTYPE
PR-0805-2,MPLADS-SYN-0805,2026-07-05,16,25,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0805-3,MPLADS-SYN-0805,2026-09-21,16,40,District Authority,SYNTHETIC_PROTOTYPE
PR-0806-1,MPLADS-SYN-0806,2026-10-02,9,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0806-2,MPLADS-SYN-0806,2026-12-18,15,57,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0806-3,MPLADS-SYN-0806,2027-03-08,25,86,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0807-1,MPLADS-SYN-0807,2026-03-18,20,18,District Authority,SYNTHETIC_PROTOTYPE
PR-0807-2,MPLADS-SYN-0807,2026-04-26,35,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0807-3,MPLADS-SYN-0807,2026-06-05,54,43,District Authority,SYNTHETIC_PROTOTYPE
PR-0808-1,MPLADS-SYN-0808,2026-04-06,9,13,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0808-2,MPLADS-SYN-0808,2026-04-27,30,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0808-3,MPLADS-SYN-0808,2026-05-19,43,38,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0809-1,MPLADS-SYN-0809,2026-03-22,18,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0809-2,MPLADS-SYN-0809,2026-04-21,42,37,District Authority,SYNTHETIC_PROTOTYPE
PR-0809-3,MPLADS-SYN-0809,2026-05-23,62,63,Field Officer,SYNTHETIC_PROTOTYPE
PR-0810-1,MPLADS-SYN-0810,2026-02-21,20,23,District Authority,SYNTHETIC_PROTOTYPE
PR-0810-2,MPLADS-SYN-0810,2026-03-13,39,51,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0810-3,MPLADS-SYN-0810,2026-04-03,53,79,Field Officer,SYNTHETIC_PROTOTYPE
PR-0811-1,MPLADS-SYN-0811,2026-03-24,12,12,Field Officer,SYNTHETIC_PROTOTYPE
PR-0811-2,MPLADS-SYN-0811,2026-06-01,28,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0811-3,MPLADS-SYN-0811,2026-08-11,38,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0812-1,MPLADS-SYN-0812,2026-05-20,3,5,Field Officer,SYNTHETIC_PROTOTYPE
PR-0812-2,MPLADS-SYN-0812,2026-06-26,19,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0812-3,MPLADS-SYN-0812,2026-08-03,26,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0813-1,MPLADS-SYN-0813,2026-07-17,12,16,Field Officer,SYNTHETIC_PROTOTYPE
PR-0813-2,MPLADS-SYN-0813,2026-08-14,20,33,Field Officer,SYNTHETIC_PROTOTYPE
PR-0813-3,MPLADS-SYN-0813,2026-09-12,40,47,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0814-1,MPLADS-SYN-0814,2026-08-01,28,36,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0814-2,MPLADS-SYN-0814,2026-08-21,58,68,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0814-3,MPLADS-SYN-0814,2026-09-11,89,100,Field Officer,SYNTHETIC_PROTOTYPE
PR-0815-1,MPLADS-SYN-0815,2026-08-24,29,24,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0815-2,MPLADS-SYN-0815,2026-09-27,52,59,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0815-3,MPLADS-SYN-0815,2026-11-02,81,89,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0816-1,MPLADS-SYN-0816,2026-04-20,19,22,Field Officer,SYNTHETIC_PROTOTYPE
PR-0816-2,MPLADS-SYN-0816,2026-06-09,37,38,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0816-3,MPLADS-SYN-0816,2026-07-30,56,60,District Authority,SYNTHETIC_PROTOTYPE
PR-0817-1,MPLADS-SYN-0817,2026-08-31,19,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0817-2,MPLADS-SYN-0817,2026-11-11,43,39,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0817-3,MPLADS-SYN-0817,2027-01-25,68,62,Field Officer,SYNTHETIC_PROTOTYPE
PR-0818-1,MPLADS-SYN-0818,2026-09-20,16,13,District Authority,SYNTHETIC_PROTOTYPE
PR-0818-2,MPLADS-SYN-0818,2026-10-29,28,25,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0818-3,MPLADS-SYN-0818,2026-12-09,35,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0819-1,MPLADS-SYN-0819,2026-07-17,18,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0819-2,MPLADS-SYN-0819,2026-09-12,41,47,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0819-3,MPLADS-SYN-0819,2026-11-10,65,76,District Authority,SYNTHETIC_PROTOTYPE
PR-0820-1,MPLADS-SYN-0820,2026-08-04,27,23,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0820-2,MPLADS-SYN-0820,2026-08-24,51,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0820-3,MPLADS-SYN-0820,2026-09-14,81,84,Field Officer,SYNTHETIC_PROTOTYPE
PR-0821-1,MPLADS-SYN-0821,2026-07-29,11,12,District Authority,SYNTHETIC_PROTOTYPE
PR-0821-2,MPLADS-SYN-0821,2026-10-10,31,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0821-3,MPLADS-SYN-0821,2026-12-25,45,46,District Authority,SYNTHETIC_PROTOTYPE
PR-0822-1,MPLADS-SYN-0822,2026-03-09,24,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0822-2,MPLADS-SYN-0822,2026-04-27,43,35,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0822-3,MPLADS-SYN-0822,2026-06-16,63,51,District Authority,SYNTHETIC_PROTOTYPE
PR-0823-1,MPLADS-SYN-0823,2026-05-28,19,23,Field Officer,SYNTHETIC_PROTOTYPE
PR-0823-2,MPLADS-SYN-0823,2026-07-03,37,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0823-3,MPLADS-SYN-0823,2026-08-10,59,62,Field Officer,SYNTHETIC_PROTOTYPE
PR-0824-1,MPLADS-SYN-0824,2026-02-20,30,31,District Authority,SYNTHETIC_PROTOTYPE
PR-0824-2,MPLADS-SYN-0824,2026-03-19,61,64,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0824-3,MPLADS-SYN-0824,2026-04-16,89,98,Field Officer,SYNTHETIC_PROTOTYPE
PR-0825-1,MPLADS-SYN-0825,2026-04-29,22,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0825-2,MPLADS-SYN-0825,2026-07-03,50,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0825-3,MPLADS-SYN-0825,2026-09-09,76,77,Field Officer,SYNTHETIC_PROTOTYPE
PR-0826-1,MPLADS-SYN-0826,2026-08-11,11,13,Field Officer,SYNTHETIC_PROTOTYPE
PR-0826-2,MPLADS-SYN-0826,2026-09-06,28,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0826-3,MPLADS-SYN-0826,2026-10-04,43,48,District Authority,SYNTHETIC_PROTOTYPE
PR-0827-1,MPLADS-SYN-0827,2026-02-06,29,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0827-2,MPLADS-SYN-0827,2026-03-04,60,62,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0827-3,MPLADS-SYN-0827,2026-03-31,92,96,District Authority,SYNTHETIC_PROTOTYPE
PR-0828-1,MPLADS-SYN-0828,2026-05-24,31,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0828-2,MPLADS-SYN-0828,2026-07-31,51,58,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0828-3,MPLADS-SYN-0828,2026-10-10,83,89,District Authority,SYNTHETIC_PROTOTYPE
PR-0829-1,MPLADS-SYN-0829,2026-03-17,9,12,District Authority,SYNTHETIC_PROTOTYPE
PR-0829-2,MPLADS-SYN-0829,2026-05-16,18,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0829-3,MPLADS-SYN-0829,2026-07-17,26,44,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0830-1,MPLADS-SYN-0830,2026-07-11,23,13,District Authority,SYNTHETIC_PROTOTYPE
PR-0830-2,MPLADS-SYN-0830,2026-09-18,43,18,Field Officer,SYNTHETIC_PROTOTYPE
PR-0830-3,MPLADS-SYN-0830,2026-11-28,64,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0831-1,MPLADS-SYN-0831,2026-05-27,17,12,Field Officer,SYNTHETIC_PROTOTYPE
PR-0831-2,MPLADS-SYN-0831,2026-07-12,30,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0831-3,MPLADS-SYN-0831,2026-08-28,42,33,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0832-1,MPLADS-SYN-0832,2026-04-05,24,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0832-2,MPLADS-SYN-0832,2026-05-01,48,46,Field Officer,SYNTHETIC_PROTOTYPE
PR-0832-3,MPLADS-SYN-0832,2026-05-28,67,64,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0833-1,MPLADS-SYN-0833,2026-06-09,9,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0833-2,MPLADS-SYN-0833,2026-07-16,25,32,Field Officer,SYNTHETIC_PROTOTYPE
PR-0833-3,MPLADS-SYN-0833,2026-08-23,42,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0834-1,MPLADS-SYN-0834,2026-08-30,25,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0834-2,MPLADS-SYN-0834,2026-09-22,41,50,Field Officer,SYNTHETIC_PROTOTYPE
PR-0834-3,MPLADS-SYN-0834,2026-10-16,63,73,Field Officer,SYNTHETIC_PROTOTYPE
PR-0835-1,MPLADS-SYN-0835,2026-04-10,18,20,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0835-2,MPLADS-SYN-0835,2026-05-06,47,41,District Authority,SYNTHETIC_PROTOTYPE
PR-0835-3,MPLADS-SYN-0835,2026-06-03,67,71,Field Officer,SYNTHETIC_PROTOTYPE
PR-0836-1,MPLADS-SYN-0836,2026-02-15,11,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0836-2,MPLADS-SYN-0836,2026-03-18,29,36,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0836-3,MPLADS-SYN-0836,2026-04-20,47,54,Field Officer,SYNTHETIC_PROTOTYPE
PR-0837-1,MPLADS-SYN-0837,2026-02-17,20,15,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0837-2,MPLADS-SYN-0837,2026-03-29,34,35,Field Officer,SYNTHETIC_PROTOTYPE
PR-0837-3,MPLADS-SYN-0837,2026-05-10,55,54,Field Officer,SYNTHETIC_PROTOTYPE
PR-0838-1,MPLADS-SYN-0838,2026-06-08,26,32,District Authority,SYNTHETIC_PROTOTYPE
PR-0838-2,MPLADS-SYN-0838,2026-07-09,54,61,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0838-3,MPLADS-SYN-0838,2026-08-10,83,87,District Authority,SYNTHETIC_PROTOTYPE
PR-0839-1,MPLADS-SYN-0839,2026-04-14,9,8,District Authority,SYNTHETIC_PROTOTYPE
PR-0839-2,MPLADS-SYN-0839,2026-06-23,25,23,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0839-3,MPLADS-SYN-0839,2026-09-03,41,38,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0840-1,MPLADS-SYN-0840,2026-07-18,10,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0840-2,MPLADS-SYN-0840,2026-08-24,29,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0840-3,MPLADS-SYN-0840,2026-10-02,42,45,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0841-1,MPLADS-SYN-0841,2026-11-06,18,20,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0841-2,MPLADS-SYN-0841,2027-01-21,41,41,District Authority,SYNTHETIC_PROTOTYPE
PR-0841-3,MPLADS-SYN-0841,2027-04-10,66,62,District Authority,SYNTHETIC_PROTOTYPE
PR-0842-1,MPLADS-SYN-0842,2026-09-07,22,18,Field Officer,SYNTHETIC_PROTOTYPE
PR-0842-2,MPLADS-SYN-0842,2026-11-15,44,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0842-3,MPLADS-SYN-0842,2027-01-26,66,55,Field Officer,SYNTHETIC_PROTOTYPE
PR-0843-1,MPLADS-SYN-0843,2026-07-10,20,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0843-2,MPLADS-SYN-0843,2026-09-25,45,46,Field Officer,SYNTHETIC_PROTOTYPE
PR-0843-3,MPLADS-SYN-0843,2026-12-14,66,75,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0844-1,MPLADS-SYN-0844,2026-05-04,28,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0844-2,MPLADS-SYN-0844,2026-06-16,46,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0844-3,MPLADS-SYN-0844,2026-07-31,77,73,District Authority,SYNTHETIC_PROTOTYPE
PR-0845-1,MPLADS-SYN-0845,2026-05-09,21,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0845-2,MPLADS-SYN-0845,2026-07-03,34,47,Field Officer,SYNTHETIC_PROTOTYPE
PR-0845-3,MPLADS-SYN-0845,2026-08-29,54,69,Field Officer,SYNTHETIC_PROTOTYPE
PR-0846-1,MPLADS-SYN-0846,2026-09-22,8,17,District Authority,SYNTHETIC_PROTOTYPE
PR-0846-2,MPLADS-SYN-0846,2026-11-11,22,23,Field Officer,SYNTHETIC_PROTOTYPE
PR-0846-3,MPLADS-SYN-0846,2027-01-02,36,38,District Authority,SYNTHETIC_PROTOTYPE
PR-0847-1,MPLADS-SYN-0847,2026-02-18,11,10,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0847-2,MPLADS-SYN-0847,2026-03-22,33,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0847-3,MPLADS-SYN-0847,2026-04-25,42,38,Field Officer,SYNTHETIC_PROTOTYPE
PR-0848-1,MPLADS-SYN-0848,2026-04-04,19,13,Field Officer,SYNTHETIC_PROTOTYPE
PR-0848-2,MPLADS-SYN-0848,2026-05-22,35,26,District Authority,SYNTHETIC_PROTOTYPE
PR-0848-3,MPLADS-SYN-0848,2026-07-11,53,40,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0849-1,MPLADS-SYN-0849,2026-06-26,23,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0849-2,MPLADS-SYN-0849,2026-08-31,52,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0849-3,MPLADS-SYN-0849,2026-11-08,78,77,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0850-1,MPLADS-SYN-0850,2026-04-15,15,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0850-2,MPLADS-SYN-0850,2026-06-11,35,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0850-3,MPLADS-SYN-0850,2026-08-10,55,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0851-1,MPLADS-SYN-0851,2026-06-11,3,8,Field Officer,SYNTHETIC_PROTOTYPE
PR-0851-2,MPLADS-SYN-0851,2026-08-12,16,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0851-3,MPLADS-SYN-0851,2026-10-15,28,40,Field Officer,SYNTHETIC_PROTOTYPE
PR-0852-1,MPLADS-SYN-0852,2026-06-12,25,25,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0852-2,MPLADS-SYN-0852,2026-07-22,47,40,District Authority,SYNTHETIC_PROTOTYPE
PR-0852-3,MPLADS-SYN-0852,2026-09-02,63,63,District Authority,SYNTHETIC_PROTOTYPE
PR-0853-1,MPLADS-SYN-0853,2026-09-18,28,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0853-2,MPLADS-SYN-0853,2026-10-23,58,58,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0853-3,MPLADS-SYN-0853,2026-11-29,90,83,District Authority,SYNTHETIC_PROTOTYPE
PR-0854-1,MPLADS-SYN-0854,2026-04-19,9,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0854-2,MPLADS-SYN-0854,2026-06-04,18,53,District Authority,SYNTHETIC_PROTOTYPE
PR-0854-3,MPLADS-SYN-0854,2026-07-22,31,82,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0855-1,MPLADS-SYN-0855,2026-07-07,33,31,District Authority,SYNTHETIC_PROTOTYPE
PR-0855-2,MPLADS-SYN-0855,2026-08-29,63,60,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0855-3,MPLADS-SYN-0855,2026-10-23,97,95,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0856-1,MPLADS-SYN-0856,2026-06-24,20,15,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0856-2,MPLADS-SYN-0856,2026-08-27,40,35,District Authority,SYNTHETIC_PROTOTYPE
PR-0856-3,MPLADS-SYN-0856,2026-11-01,64,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0857-1,MPLADS-SYN-0857,2026-10-01,21,15,District Authority,SYNTHETIC_PROTOTYPE
PR-0857-2,MPLADS-SYN-0857,2026-11-21,39,35,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0857-3,MPLADS-SYN-0857,2027-01-13,57,45,District Authority,SYNTHETIC_PROTOTYPE
PR-0858-1,MPLADS-SYN-0858,2026-10-24,15,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0858-2,MPLADS-SYN-0858,2026-12-28,29,33,Field Officer,SYNTHETIC_PROTOTYPE
PR-0858-3,MPLADS-SYN-0858,2027-03-05,45,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0859-1,MPLADS-SYN-0859,2026-10-12,25,34,Field Officer,SYNTHETIC_PROTOTYPE
PR-0859-2,MPLADS-SYN-0859,2026-12-22,56,58,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0859-3,MPLADS-SYN-0859,2027-03-06,79,89,District Authority,SYNTHETIC_PROTOTYPE
PR-0860-1,MPLADS-SYN-0860,2026-05-27,18,11,District Authority,SYNTHETIC_PROTOTYPE
PR-0860-2,MPLADS-SYN-0860,2026-07-04,24,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0860-3,MPLADS-SYN-0860,2026-08-12,46,46,District Authority,SYNTHETIC_PROTOTYPE
PR-0861-1,MPLADS-SYN-0861,2026-02-15,27,37,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0861-2,MPLADS-SYN-0861,2026-03-29,60,67,Field Officer,SYNTHETIC_PROTOTYPE
PR-0861-3,MPLADS-SYN-0861,2026-05-12,92,98,District Authority,SYNTHETIC_PROTOTYPE
PR-0862-1,MPLADS-SYN-0862,2026-05-26,12,17,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0862-2,MPLADS-SYN-0862,2026-07-03,27,32,District Authority,SYNTHETIC_PROTOTYPE
PR-0862-3,MPLADS-SYN-0862,2026-08-12,45,49,Field Officer,SYNTHETIC_PROTOTYPE
PR-0863-1,MPLADS-SYN-0863,2026-05-04,26,24,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0863-2,MPLADS-SYN-0863,2026-07-13,49,54,Field Officer,SYNTHETIC_PROTOTYPE
PR-0863-3,MPLADS-SYN-0863,2026-09-24,77,78,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0864-1,MPLADS-SYN-0864,2026-05-02,16,16,Field Officer,SYNTHETIC_PROTOTYPE
PR-0864-2,MPLADS-SYN-0864,2026-06-28,28,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0864-3,MPLADS-SYN-0864,2026-08-26,37,47,Field Officer,SYNTHETIC_PROTOTYPE
PR-0865-1,MPLADS-SYN-0865,2026-09-12,16,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0865-2,MPLADS-SYN-0865,2026-10-04,30,35,District Authority,SYNTHETIC_PROTOTYPE
PR-0865-3,MPLADS-SYN-0865,2026-10-27,46,60,Field Officer,SYNTHETIC_PROTOTYPE
PR-0866-1,MPLADS-SYN-0866,2026-03-16,19,17,Field Officer,SYNTHETIC_PROTOTYPE
